1.0,619.0,42.0,2.0,0.0,1.0,1.0,1.0,101348.88,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,608.0,41.0,1.0,83807.86,1.0,0.0,1.0,112542.58,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,502.0,42.0,8.0,159660.8,3.0,1.0,0.0,113931.57,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,699.0,39.0,1.0,0.0,2.0,0.0,0.0,93826.63,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,850.0,43.0,2.0,125510.82,1.0,1.0,1.0,79084.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,645.0,44.0,8.0,113755.78,2.0,1.0,0.0,149756.71,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,822.0,50.0,7.0,0.0,2.0,1.0,1.0,10062.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,376.0,29.0,4.0,115046.74,4.0,1.0,0.0,119346.88,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,501.0,44.0,4.0,142051.07,2.0,0.0,1.0,74940.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,684.0,27.0,2.0,134603.88,1.0,1.0,1.0,71725.73,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,528.0,31.0,6.0,102016.72,2.0,0.0,0.0,80181.12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,497.0,24.0,3.0,0.0,2.0,1.0,0.0,76390.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,476.0,34.0,10.0,0.0,2.0,1.0,0.0,26260.98,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,549.0,25.0,5.0,0.0,2.0,0.0,0.0,190857.79,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,635.0,35.0,7.0,0.0,2.0,1.0,1.0,65951.65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,616.0,45.0,3.0,143129.41,2.0,0.0,1.0,64327.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,653.0,58.0,1.0,132602.88,1.0,1.0,0.0,5097.67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,549.0,24.0,9.0,0.0,2.0,1.0,1.0,14406.41,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,587.0,45.0,6.0,0.0,1.0,0.0,0.0,158684.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,726.0,24.0,6.0,0.0,2.0,1.0,1.0,54724.03,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,732.0,41.0,8.0,0.0,2.0,1.0,1.0,170886.17,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,636.0,32.0,8.0,0.0,2.0,1.0,0.0,138555.46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,510.0,38.0,4.0,0.0,1.0,1.0,0.0,118913.53,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,669.0,46.0,3.0,0.0,2.0,0.0,1.0,8487.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,846.0,38.0,5.0,0.0,1.0,1.0,1.0,187616.16,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,577.0,25.0,3.0,0.0,2.0,0.0,1.0,124508.29,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
